date,trips,avg_dist,avg_fare,avg_dur,revenue
2023-05-08,94394,3.77,20.19,16.4,2819496.0
2023-05-09,110839,3.36,19.33,16.9,3183258.0
2023-05-10,115541,3.33,20.2,18.7,3426948.0
2023-05-11,124056,3.37,19.72,17.9,3620940.0
2023-05-12,119372,3.38,19.62,17.8,3459813.0
2023-05-13,115371,3.29,18.68,15.8,3102549.0
2023-05-14,103587,3.95,20.18,15.7,3009158.0
2023-05-15,103927,3.76,20.38,17.2,3129051.0
2023-05-16,119028,3.35,19.84,17.9,3483938.0
2023-05-17,126031,3.36,20.01,18.4,3721486.0
2023-05-18,128075,3.44,20.5,19.2,3856734.0
2023-05-19,121353,3.35,19.22,17.2,3460819.0
2023-05-20,111262,3.3,19.1,16.6,3049830.0
2023-05-21,96501,4.11,21.53,17.2,2971613.0
2023-05-22,98975,3.73,19.95,16.3,2929595.0
2023-05-23,111147,3.33,19.18,16.7,3169167.0
2023-05-24,119258,3.26,19.04,16.8,3383565.0
2023-05-25,111511,3.48,19.91,17.8,3272820.0
2023-05-26,97006,3.63,19.63,16.1,2808844.0
2023-05-27,88724,3.53,19.0,14.9,2411035.0
2023-05-28,78335,3.94,20.18,15.0,2249790.0
2023-05-29,71067,4.54,21.67,14.7,2202899.0
2023-05-30,95772,3.65,20.08,17.1,2826447.0
2023-05-31,109416,3.33,19.43,17.1,3138272.0
2023-06-01,117164,3.33,19.92,18.4,3427438.0
2023-06-02,112700,3.26,18.86,16.9,3156524.0
2023-06-03,111888,3.33,18.57,15.2,2993475.0
2023-06-04,94729,4.13,21.43,16.8,2899884.0
2023-06-05,98355,3.73,20.04,16.3,2918817.0
2023-06-06,115840,3.29,19.34,17.0,3324455.0
2023-06-07,117773,3.31,19.5,17.3,3399181.0
2023-06-08,114218,3.39,19.23,16.1,3270561.0
2023-06-09,109817,3.42,19.13,16.2,3119383.0
2023-06-10,106576,3.31,18.5,15.2,2843682.0
2023-06-11,91458,4.21,21.36,16.3,2794626.0
2023-06-12,101733,3.63,19.62,16.2,2961718.0
2023-06-13,112422,3.36,19.4,16.9,3230872.0
2023-06-14,117012,3.28,19.26,16.9,3344403.0
2023-06-15,121751,3.42,19.71,17.5,3548305.0
2023-06-16,105013,3.54,19.72,17.2,3048756.0
2023-06-17,100584,3.39,18.61,15.1,2696288.0
2023-06-18,86929,4.04,20.31,15.1,2530892.0
2023-06-19,82092,4.14,20.7,15.9,2512548.0
2023-06-20,103232,3.52,20.34,18.0,3082394.0
2023-06-21,111021,3.39,19.81,17.6,3243421.0
2023-06-22,115942,3.42,19.6,17.2,3362092.0
2023-06-23,108885,3.5,19.44,16.6,3133959.0
2023-06-24,103121,3.43,19.06,15.5,2827590.0
2023-06-25,89037,4.12,21.3,16.3,2711365.0
2023-06-26,94891,3.82,20.39,16.7,2842180.0
2023-06-27,104287,3.52,19.75,16.9,3036029.0
2023-06-28,99803,3.57,19.51,16.1,2890397.0
2023-06-29,99155,3.6,20.58,18.3,2981605.0
2023-06-30,89970,3.65,19.62,16.1,2597953.0
2023-07-01,77461,3.66,19.23,14.6,2126380.0
2023-07-02,65288,3.88,19.77,14.2,1835116.0
2023-07-03,61703,3.87,19.51,13.9,1752685.0
2023-07-04,54757,4.27,21.0,14.6,1634678.0
2023-07-05,81334,3.71,19.65,15.5,2342029.0
2023-07-06,89016,3.44,19.38,16.3,2528178.0
2023-07-07,86837,3.46,19.06,15.9,2433130.0
2023-07-08,86905,3.54,19.01,15.0,2371138.0
2023-07-09,76123,3.98,20.18,14.9,2195399.0
2023-07-10,85154,3.91,20.37,15.9,2556257.0
2023-07-11,99095,3.48,19.62,16.7,2869424.0
2023-07-12,105520,3.26,19.15,16.6,2985707.0
2023-07-13,107678,3.28,19.21,16.8,3056822.0
2023-07-14,94058,3.44,19.28,16.4,2677825.0
2023-07-15,95091,3.45,19.04,15.5,2591959.0
2023-07-16,75937,4.08,20.85,15.4,2258411.0
2023-07-17,89388,3.88,20.52,16.5,2694800.0
2023-07-18,101408,3.41,19.56,16.7,2923396.0
2023-07-19,105858,3.38,19.55,16.8,3056674.0
2023-07-20,106577,3.38,19.58,17.4,3077350.0
2023-07-21,95360,3.5,19.28,16.0,2715056.0
2023-07-22,93859,3.47,19.08,15.5,2562991.0
2023-07-23,81838,4.01,20.47,15.5,2401842.0
2023-07-24,85595,3.74,19.75,15.5,2496368.0
2023-07-25,97589,3.26,19.42,17.1,2784556.0
2023-07-26,103511,3.39,19.79,17.2,3016262.0
2023-07-27,106976,3.28,19.05,16.5,3012819.0
2023-07-28,97144,3.49,19.27,16.4,2766728.0
2023-07-29,91364,3.39,18.61,14.9,2445286.0
2023-07-30,82122,4.18,21.07,16.0,2474930.0
2023-07-31,81550,3.86,20.08,15.8,2407900.0
2023-08-01,93665,3.43,19.29,16.2,2666376.0
2023-08-02,96547,3.35,19.04,16.3,2718310.0
2023-08-03,98236,3.43,19.33,16.5,2803100.0
2023-08-04,87348,3.56,19.51,16.2,2508072.0
2023-08-05,87696,3.42,18.64,14.9,2347392.0
2023-08-06,76205,4.05,20.42,15.1,2233077.0
2023-08-07,78886,3.72,19.55,15.3,2265576.0
2023-08-08,91370,3.55,19.45,15.9,2623649.0
2023-08-09,95530,3.36,18.88,16.0,2672514.0
2023-08-10,99192,3.32,19.15,16.8,2809329.0
2023-08-11,87661,3.61,19.52,16.1,2518425.0
2023-08-12,84952,3.49,19.01,15.2,2316627.0
2023-08-13,75235,4.21,21.68,16.7,2317688.0
2023-08-14,79597,3.83,19.9,15.5,2327162.0
2023-08-15,89149,3.43,18.86,15.5,2493573.0
2023-08-16,95070,3.43,19.0,15.9,2675278.0
2023-08-17,95221,3.44,19.15,16.1,2700811.0
2023-08-18,85226,3.62,19.66,16.4,2464007.0
2023-08-19,84722,3.58,19.58,16.0,2363091.0
2023-08-20,73636,4.24,21.43,16.1,2247855.0
2023-08-21,76165,3.92,20.07,15.3,2245401.0
2023-08-22,82859,3.6,19.49,15.8,2379609.0
2023-08-23,87996,3.49,19.31,16.1,2509518.0
2023-08-24,90810,3.5,19.69,17.1,2631758.0
2023-08-25,84322,3.64,19.56,15.8,2431651.0
2023-08-26,85577,3.58,19.24,15.2,2356904.0
2023-08-27,76366,4.14,20.95,15.6,2288802.0
2023-08-28,74671,4.06,20.72,16.1,2264209.0
2023-08-29,89556,3.6,19.98,16.5,2612394.0
2023-08-30,87770,3.59,20.1,17.0,2581999.0
2023-08-31,86903,3.82,20.95,18.0,2655717.0
2023-09-01,82542,3.92,20.92,17.4,2519551.0
2023-09-02,78184,3.77,19.84,15.2,2206439.0
2023-09-03,74170,4.11,20.96,15.7,2197570.0
2023-09-04,68589,4.77,22.67,15.2,2219141.0
2023-09-05,97935,3.78,20.56,17.2,2952601.0
2023-09-06,112178,3.34,20.01,17.9,3295941.0
2023-09-07,122480,3.21,19.87,18.4,3572805.0
2023-09-08,116579,3.42,20.48,18.8,3486447.0
2023-09-09,109479,3.36,19.79,17.1,3095177.0
2023-09-10,96381,3.86,20.55,16.1,2843508.0
2023-09-11,100634,3.7,21.06,18.4,3103688.0
2023-09-12,112095,3.41,20.64,19.0,3392308.0
2023-09-13,112394,3.26,19.88,18.0,3298042.0
2023-09-14,118472,3.34,20.35,19.0,3544363.0
2023-09-15,109647,3.44,20.11,18.2,3243326.0
2023-09-16,103566,3.3,19.1,16.3,2835284.0
2023-09-17,87428,4.09,22.53,19.1,2797791.0
2023-09-18,89870,3.76,22.07,20.3,2879364.0
2023-09-19,98186,3.4,20.7,19.1,2971809.0
2023-09-20,102300,3.41,20.97,19.4,3135544.0
2023-09-21,37948,3.39,20.52,18.8,1105904.0
2023-09-22,1963,3.13,18.71,16.0,49313.0
2023-09-23,1435,3.05,18.3,14.5,33728.0
2023-09-24,1442,3.1,18.09,13.7,34226.0
2023-09-25,85783,3.66,19.19,14.9,2463014.0
2023-09-26,106086,3.26,19.8,18.1,3096775.0
2023-09-27,112289,3.29,19.69,17.8,3271092.0
2023-09-28,119326,3.29,20.2,19.0,3558994.0
2023-09-29,93383,3.78,22.33,21.0,3020752.0
2023-09-30,105759,3.28,18.62,15.3,2852162.0
2023-10-01,94630,3.94,21.08,16.8,2863410.0
2023-10-02,94636,3.72,20.55,17.4,2868039.0
2023-10-03,106667,3.29,19.41,17.2,3071689.0
2023-10-04,112402,3.27,19.32,17.2,3227041.0
2023-10-05,116005,3.39,19.99,17.9,3433649.0
2023-10-06,108599,3.46,19.97,17.8,3207172.0
2023-10-07,104877,3.15,18.34,15.4,2788669.0
2023-10-08,91054,3.93,21.17,16.8,2762122.0
2023-10-09,80703,4.13,21.54,16.8,2493177.0
2023-10-10,104457,3.46,20.34,18.1,3130254.0
2023-10-11,111923,3.35,19.95,17.8,3305863.0
2023-10-12,119639,3.46,20.84,19.3,3668578.0
2023-10-13,109955,3.44,19.94,17.8,3246618.0
2023-10-14,110920,3.19,18.85,16.2,3020132.0
2023-10-15,95643,3.93,20.73,16.1,2863096.0
2023-10-16,96306,3.74,20.6,17.3,2937445.0
2023-10-17,109412,3.35,19.82,17.6,3217942.0
2023-10-18,113825,3.31,20.22,18.4,3403550.0
2023-10-19,120651,3.38,20.39,18.9,3640349.0
2023-10-20,115831,3.31,19.82,18.4,3403550.0
2023-10-21,114336,3.18,18.57,15.9,3076726.0
2023-10-22,101871,3.9,20.57,16.1,3030707.0
2023-10-23,95082,3.82,20.73,17.3,2914143.0
2023-10-24,107462,3.4,20.09,17.8,3190708.0
2023-10-25,113771,3.39,20.26,18.4,3404626.0
2023-10-26,122444,3.39,20.21,18.5,3660959.0
2023-10-27,118609,3.44,20.27,18.7,3540939.0
2023-10-28,118556,3.19,19.45,17.7,3297623.0
2023-10-29,97981,3.66,19.8,15.8,2810061.0
2023-10-30,92228,3.44,19.25,16.0,2635587.0
2023-10-31,96778,3.07,18.5,16.1,2655276.0
2023-11-01,118788,3.18,19.14,17.2,3388312.0
2023-11-02,121064,3.25,19.75,18.1,3550649.0
2023-11-03,116007,3.32,19.57,17.7,3391601.0
2023-11-04,115652,3.04,18.48,16.3,3092130.0
2023-11-05,98441,3.71,19.86,15.4,2843746.0
2023-11-06,97202,3.68,20.62,17.7,2971351.0
2023-11-07,107267,3.26,19.19,16.6,2997016.0
2023-11-08,117985,3.18,19.5,18.0,3429607.0
2023-11-09,122305,3.32,20.36,18.9,3690352.0
2023-11-10,118768,3.29,19.48,17.5,3373472.0
2023-11-11,115972,3.05,18.57,16.4,3123184.0
2023-11-12,100212,3.81,20.04,15.5,2930196.0
2023-11-13,97881,3.65,20.07,17.0,2931191.0
2023-11-14,111954,3.26,19.34,17.2,3234940.0
2023-11-15,117982,3.21,19.6,17.9,3446284.0
2023-11-16,124229,3.27,19.57,18.0,3627090.0
2023-11-17,115063,3.32,19.79,18.2,3381940.0
2023-11-18,119356,3.03,18.0,15.7,3132789.0
2023-11-19,94202,3.55,19.16,15.0,2624415.0
2023-11-20,94309,3.27,19.15,16.9,2675911.0
2023-11-21,103194,3.05,19.66,19.1,2984630.0
2023-11-22,86495,3.26,19.46,17.7,2476245.0
2023-11-23,58831,3.39,18.15,13.6,1540878.0
2023-11-24,74057,3.29,18.48,14.6,2042394.0
2023-11-25,84246,3.68,20.13,16.0,2438376.0
2023-11-26,80251,4.2,21.59,16.7,2499159.0
2023-11-27,92361,3.93,20.94,17.4,2863447.0
2023-11-28,113622,3.33,19.76,17.6,3348536.0
2023-11-29,108526,3.23,20.39,19.1,3258797.0
2023-11-30,117554,3.31,20.53,19.3,3567200.0
2023-12-01,121472,3.18,19.84,18.7,3576549.0
2023-12-02,117202,3.01,18.96,17.1,3196795.0
2023-12-03,100894,3.64,19.93,16.0,2925851.0
2023-12-04,98376,3.57,20.31,17.7,2965350.0
2023-12-05,116268,3.17,19.71,18.2,3409265.0
2023-12-06,124483,3.15,19.78,18.3,3664071.0
2023-12-07,126960,3.26,20.38,19.1,3834981.0
2023-12-08,121697,3.27,19.69,17.9,3566870.0
2023-12-09,124206,2.98,18.97,17.4,3393028.0
2023-12-10,99063,3.57,19.53,15.6,2824129.0
2023-12-11,102347,3.46,19.78,17.1,3019040.0
2023-12-12,117062,3.17,19.75,18.5,3435277.0
2023-12-13,125437,3.14,19.52,18.2,3650258.0
2023-12-14,131304,3.19,20.23,19.4,3937234.0
2023-12-15,128144,3.23,19.51,18.1,3724763.0
2023-12-16,120883,3.0,18.78,17.1,3276542.0
2023-12-17,97436,3.47,19.13,15.2,2718590.0
2023-12-18,93142,3.25,18.69,15.9,2596224.0
2023-12-19,112280,3.01,18.59,17.1,3110906.0
2023-12-20,109194,3.02,18.71,17.4,3039819.0
2023-12-21,108619,3.04,18.77,17.5,3021192.0
2023-12-22,99690,3.12,18.37,16.3,2720044.0
2023-12-23,78013,3.27,18.77,15.5,2100860.0
2023-12-24,60836,3.23,17.77,13.5,1553093.0
2023-12-25,41343,4.0,20.66,14.8,1212205.0
2023-12-26,65187,3.86,20.93,16.8,1988276.0
2023-12-27,77195,3.79,21.18,18.2,2368336.0
2023-12-28,80441,3.73,21.09,18.5,2455594.0
2023-12-29,81779,3.69,20.62,17.5,2451700.0
2023-12-30,78501,3.74,20.4,16.1,2280617.0
2023-12-31,68687,3.69,19.2,13.6,1899182.0
2024-01-01,68321,4.23,21.34,15.0,2089756.0
2024-01-02,71822,4.08,20.79,16.0,2180188.0
2024-01-03,78926,3.72,19.57,15.8,2271699.0
2024-01-04,98555,3.3,18.4,15.3,2701602.0
2024-01-05,98171,3.18,17.8,14.6,2616839.0
2024-01-06,89971,3.14,17.3,13.5,2284571.0
2024-01-07,63333,3.89,19.37,13.0,1794017.0
2024-01-08,76629,3.49,18.64,14.9,2134874.0
2024-01-09,85323,2.89,16.88,14.7,2178397.0
2024-01-10,90543,3.18,17.85,14.7,2442936.0
2024-01-11,99847,3.26,18.5,15.8,2777870.0
2024-01-12,97450,3.31,18.47,15.7,2709401.0
2024-01-13,97962,3.02,17.31,14.1,2504629.0
2024-01-14,86823,3.32,17.83,13.4,2287503.0
2024-01-15,72543,3.73,19.21,14.3,2049725.0
2024-01-16,86301,3.32,18.93,15.9,2449765.0
2024-01-17,100884,3.06,17.97,15.6,2739165.0
2024-01-18,102740,3.03,17.81,15.6,2764160.0
2024-01-19,90343,3.0,17.15,14.3,2352052.0
2024-01-20,98196,2.8,16.3,13.2,2376224.0
2024-01-21,77262,3.55,18.39,13.3,2097709.0
2024-01-22,81102,3.39,18.54,15.2,2256764.0
2024-01-23,94049,2.98,17.72,15.6,2512554.0
2024-01-24,99805,2.96,17.67,15.8,2667516.0
2024-01-25,103334,3.1,18.26,16.2,2841464.0
2024-01-26,99479,3.08,17.84,15.6,2674188.0
2024-01-27,103575,2.83,16.89,14.4,2576788.0
2024-01-28,83382,3.37,17.98,13.6,2216805.0
2024-01-29,80643,3.39,18.51,15.1,2245478.0
2024-01-30,96328,2.94,17.34,15.1,2533913.0
2024-01-31,97110,2.95,17.56,15.3,2579473.0
2024-02-01,103799,3.09,18.09,15.9,2835965.0
2024-02-02,99771,2.97,17.45,15.4,2637020.0
2024-02-03,102389,2.78,16.53,14.0,2505803.0
2024-02-04,82103,3.49,18.49,14.1,2237149.0
2024-02-05,84560,3.33,18.23,14.9,2328381.0
2024-02-06,97038,2.98,17.74,15.5,2599098.0
2024-02-07,97576,3.03,18.47,16.7,2710258.0
2024-02-08,107086,3.13,18.4,16.4,2975329.0
2024-02-09,102826,3.15,18.16,15.7,2817499.0
2024-02-10,104143,2.92,17.14,14.4,2622958.0
2024-02-11,86704,3.51,18.24,13.2,2331643.0
2024-02-12,87296,3.34,18.37,15.0,2413556.0
2024-02-13,65251,3.06,16.29,11.9,1640378.0
2024-02-14,110596,2.84,17.52,16.0,2928636.0
2024-02-15,108919,3.02,17.9,16.0,2945890.0
2024-02-16,96434,3.21,18.57,16.7,2686590.0
2024-02-17,92339,2.94,17.0,14.2,2317685.0
2024-02-18,81922,3.39,18.23,13.9,2189426.0
2024-02-19,71369,3.99,19.92,14.3,2084302.0
2024-02-20,91758,3.3,18.55,15.6,2556234.0
2024-02-21,98229,3.07,17.86,15.3,2647204.0
2024-02-22,107154,3.15,18.37,16.3,2961678.0
2024-02-23,96084,3.23,18.14,15.3,2621097.0
2024-02-24,104745,2.94,17.08,14.2,2632861.0
2024-02-25,83961,3.63,18.96,14.2,2335065.0
2024-02-26,80862,3.68,20.08,17.0,2404965.0
2024-02-27,102609,3.08,17.89,15.6,2780740.0
2024-02-28,102072,3.14,18.48,16.5,2833877.0
2024-02-29,114693,3.18,18.44,16.5,3186912.0
2024-03-01,106366,3.17,18.1,15.7,2898812.0
2024-03-02,103208,2.91,17.21,14.6,2611340.0
2024-03-03,85574,3.68,19.53,15.4,2434700.0
2024-03-04,88411,3.55,19.04,15.5,2521491.0
2024-03-05,102319,3.0,18.2,16.5,2795614.0
2024-03-06,110984,2.99,17.97,16.3,3018593.0
2024-03-07,109318,3.23,18.64,16.4,3064789.0
2024-03-08,106565,3.2,18.41,16.3,2948919.0
2024-03-09,110318,2.8,16.86,14.5,2743767.0
2024-03-10,86801,3.73,19.41,15.3,2461932.0
2024-03-11,89830,3.58,19.28,15.8,2588018.0
2024-03-12,100465,3.25,19.14,17.0,2868109.0
2024-03-13,107591,3.24,18.94,16.7,3053510.0
2024-03-14,117221,3.26,19.25,17.4,3368099.0
2024-03-15,110889,3.28,18.81,16.5,3119500.0
2024-03-16,108904,3.15,18.19,15.3,2886127.0
2024-03-17,86863,3.94,20.55,15.6,2593038.0
2024-03-18,87174,3.77,19.88,16.2,2585836.0
2024-03-19,100522,3.29,18.78,16.2,2824974.0
2024-03-20,105567,3.27,18.72,16.2,2970261.0
2024-03-21,112022,3.31,18.91,16.6,3177666.0
2024-03-22,101523,3.39,18.9,16.2,2871683.0
2024-03-23,96046,3.07,17.59,14.4,2483944.0
2024-03-24,84376,3.96,20.39,15.4,2502500.0
2024-03-25,84355,3.75,20.0,16.5,2501607.0
2024-03-26,98440,3.35,18.98,16.3,2787358.0
2024-03-27,104780,3.25,19.08,17.0,2982690.0
2024-03-28,106364,3.27,19.92,19.0,3130871.0
2024-03-29,98731,3.35,18.75,16.0,2763728.0
2024-03-30,93214,3.12,17.9,14.7,2428977.0
2024-03-31,80198,3.86,19.83,14.9,2304654.0
2024-04-01,85184,3.77,19.85,15.9,2508618.0
2024-04-02,107776,3.16,19.12,17.6,3056960.0
2024-04-03,110389,2.94,18.53,17.3,3050502.0
2024-04-04,113485,3.32,19.29,17.2,3264188.0
2024-04-05,110003,3.26,18.75,16.6,3076687.0
2024-04-06,104828,3.06,18.02,15.3,2750345.0
2024-04-07,87565,3.8,19.96,15.4,2542012.0
2024-04-08,86985,3.66,19.38,15.3,2516583.0
2024-04-09,103164,3.35,19.4,17.3,2978303.0
2024-04-10,99654,3.34,18.48,15.3,2781211.0
2024-04-11,112766,3.2,18.9,17.2,3200022.0
2024-04-12,105710,3.28,18.89,16.6,2988335.0
2024-04-13,109040,3.0,17.5,14.7,2797650.0
2024-04-14,89907,3.79,20.18,15.9,2638077.0
2024-04-15,91271,3.72,20.23,17.1,2738953.0
2024-04-16,100974,3.29,19.36,17.4,2904942.0
2024-04-17,113129,3.16,19.04,17.4,3220730.0
2024-04-18,117285,3.22,19.28,17.7,3373843.0
2024-04-19,107334,3.22,18.7,16.6,3005727.0
2024-04-20,109774,3.08,18.36,15.9,2924943.0
2024-04-21,89505,3.71,19.61,14.9,2556670.0
2024-04-22,83082,3.71,19.67,15.9,2425690.0
2024-04-23,93379,3.39,18.79,15.5,2628193.0
2024-04-24,101526,3.36,19.27,16.5,2914645.0
2024-04-25,112211,3.33,19.89,18.2,3306743.0
2024-04-26,103866,3.36,19.33,17.0,2986314.0
2024-04-27,105619,3.16,18.32,15.3,2808548.0
2024-04-28,86888,3.91,20.18,15.0,2541853.0
2024-04-29,90317,3.77,19.98,16.0,2680597.0
2024-04-30,103173,3.26,18.67,15.9,2887122.0
2024-05-01,111367,3.25,19.39,17.5,3207861.0
2024-05-02,118878,3.35,19.7,18.0,3476209.0
2024-05-03,114635,3.35,19.19,16.9,3276243.0
2024-05-04,116327,3.07,17.93,15.2,3034372.0
2024-05-05,96113,3.72,19.85,15.7,2774799.0
2024-05-06,94330,3.78,20.9,17.8,2902077.0
2024-05-07,108157,3.27,19.6,18.1,3139644.0
2024-05-08,114577,3.24,19.58,18.3,3335073.0
2024-05-09,121133,3.32,19.9,18.3,3572891.0
2024-05-10,116636,3.23,19.31,17.9,3348163.0
2024-05-11,109826,3.12,18.37,15.9,2926638.0
2024-05-12,94212,3.75,19.86,15.7,2716657.0
2024-05-13,99236,3.73,20.66,18.0,3031181.0
2024-05-14,113338,3.27,20.14,19.1,3372171.0
2024-05-15,116905,3.2,20.18,19.5,3482865.0
2024-05-16,122664,3.36,20.09,18.8,3654129.0
2024-05-17,114288,3.37,19.51,17.9,3311923.0
2024-05-18,110974,3.13,18.62,16.4,2989743.0
2024-05-19,93831,3.85,20.76,16.8,2811343.0
2024-05-20,95512,3.69,20.3,17.6,2866785.0
2024-05-21,108728,3.25,19.44,17.7,3140011.0
2024-05-22,114857,3.24,19.46,17.8,3320732.0
2024-05-23,108142,3.33,19.89,18.4,3175340.0
2024-05-24,95891,3.54,19.96,17.9,2814038.0
2024-05-25,79974,3.41,18.72,14.8,2153515.0
2024-05-26,71477,3.75,19.61,14.7,2007535.0
2024-05-27,63071,4.23,20.9,14.4,1900565.0
2024-05-28,96855,3.66,20.48,17.7,2922005.0
2024-05-29,107950,3.15,19.37,18.0,3095014.0
2024-05-30,111180,3.32,19.79,18.3,3253933.0
2024-05-31,104223,3.34,19.32,17.5,2981970.0
2024-06-01,108484,3.18,18.39,15.8,2890128.0
2024-06-02,90311,3.94,21.34,17.4,2766646.0
2024-06-03,98335,3.61,20.04,17.0,2925822.0
2024-06-04,110910,3.28,19.68,17.9,3236666.0
2024-06-05,116522,3.16,19.34,17.8,3350078.0
2024-06-06,121063,3.24,20.02,18.7,3584627.0
2024-06-07,110589,3.32,19.2,17.1,3158105.0
2024-06-08,105529,3.19,18.42,15.6,2811622.0
2024-06-09,84793,4.09,21.46,16.9,2618028.0
2024-06-10,94977,3.66,20.03,17.1,2825573.0
2024-06-11,109154,3.2,18.89,16.9,3081736.0
2024-06-12,112138,3.19,18.68,16.3,3140900.0
2024-06-13,116251,3.17,18.85,16.7,3281530.0
2024-06-14,108468,3.19,18.4,16.2,2987229.0
2024-06-15,98293,3.34,18.57,15.4,2642902.0
2024-06-16,81382,3.99,20.12,15.2,2375824.0
2024-06-17,90309,3.58,19.18,15.5,2580390.0
2024-06-18,107347,3.11,18.62,16.6,2974210.0
2024-06-19,95259,3.32,18.52,15.5,2648452.0
2024-06-20,111308,3.19,19.45,18.2,3202506.0
2024-06-21,105068,3.27,19.09,17.4,2973500.0
2024-06-22,100445,3.23,18.32,15.4,2670012.0
2024-06-23,89101,3.75,19.91,15.6,2566147.0
2024-06-24,97480,3.83,20.77,17.7,2988354.0
2024-06-25,108021,3.34,19.89,18.3,3176511.0
2024-06-26,112935,3.16,19.54,18.5,3263191.0
2024-06-27,108840,3.53,21.12,20.1,3360273.0
2024-06-28,95396,3.53,20.32,18.5,2842928.0
2024-06-29,90739,3.35,18.95,15.8,2478449.0
2024-06-30,74054,3.91,20.83,16.1,2200987.0
2024-07-01,77063,3.9,20.53,16.7,2303593.0
2024-07-02,80533,3.43,19.07,16.3,2249575.0
2024-07-03,73488,3.51,19.28,16.4,2068484.0
2024-07-04,51904,3.92,20.22,14.5,1487705.0
2024-07-05,66973,3.66,19.38,15.0,1888015.0
2024-07-06,69683,3.89,20.56,15.4,2030717.0
2024-07-07,69406,4.53,22.4,16.3,2210420.0
2024-07-08,84330,3.95,20.92,17.3,2580138.0
2024-07-09,99745,3.37,19.64,17.3,2883817.0
2024-07-10,106009,3.2,19.13,17.1,2993268.0
2024-07-11,103728,3.41,20.09,18.4,3057970.0
2024-07-12,91401,3.43,19.32,16.6,2600939.0
2024-07-13,87427,3.42,19.11,15.5,2398042.0
2024-07-14,77473,4.07,20.8,15.6,2311430.0
2024-07-15,89354,3.83,20.57,17.2,2695443.0
2024-07-16,108187,3.23,19.24,17.1,3080264.0
2024-07-17,108524,3.09,18.78,16.9,3025565.0
2024-07-18,104619,3.55,20.54,18.2,3154303.0
2024-07-19,91503,3.6,19.87,16.9,2668028.0
2024-07-20,88734,3.51,19.4,15.8,2463493.0
2024-07-21,78398,4.11,21.03,15.8,2352693.0
2024-07-22,84857,3.76,20.14,16.3,2507996.0
2024-07-23,97419,3.41,19.83,17.3,2841290.0
2024-07-24,100963,3.36,19.54,17.1,2909443.0
2024-07-25,102160,3.5,20.32,17.9,3043110.0
2024-07-26,90747,3.53,19.69,16.9,2621959.0
2024-07-27,87138,3.42,19.1,15.6,2384591.0
2024-07-28,77030,4.06,20.9,15.8,2302789.0
2024-07-29,82202,3.76,19.99,16.2,2415325.0
2024-07-30,96223,3.22,18.86,16.5,2684937.0
2024-07-31,100120,3.27,19.2,17.0,2837390.0
2024-08-01,103629,3.34,19.37,17.3,2963329.0
2024-08-02,94208,3.35,18.98,16.4,2638517.0
2024-08-03,88117,3.32,19.13,15.9,2412822.0
2024-08-04,75453,4.13,21.2,15.7,2276103.0
2024-08-05,85356,3.82,20.31,16.4,2542255.0
2024-08-06,99579,3.14,18.81,16.9,2764975.0
2024-08-07,98930,3.44,20.07,17.8,2906984.0
2024-08-08,96515,3.34,19.77,17.9,2802533.0
2024-08-09,82713,3.52,19.31,15.8,2349600.0
2024-08-10,81195,3.5,19.59,16.0,2265695.0
2024-08-11,68522,4.26,22.37,17.4,2167496.0
2024-08-12,74946,3.87,20.48,16.5,2240527.0
2024-08-13,85168,3.45,19.21,16.1,2411153.0
2024-08-14,92171,3.37,19.17,16.6,2603446.0
2024-08-15,92613,3.47,19.72,17.4,2676147.0
2024-08-16,85935,3.55,19.59,16.8,2466689.0
2024-08-17,81938,3.48,19.47,16.1,2271575.0
2024-08-18,71434,3.94,20.64,15.7,2099032.0
2024-08-19,77716,4.12,21.87,17.8,2461117.0
2024-08-20,86463,3.67,20.35,17.4,2570562.0
2024-08-21,87296,3.55,19.74,17.0,2528447.0
2024-08-22,88235,3.68,20.53,18.1,2640488.0
2024-08-23,83675,3.73,20.24,17.0,2476172.0
2024-08-24,80798,3.64,19.81,15.9,2278070.0
2024-08-25,73909,4.21,21.59,16.2,2271852.0
2024-08-26,78240,4.0,20.81,16.6,2363805.0
2024-08-27,86157,3.61,19.86,16.5,2507453.0
2024-08-28,93993,3.57,19.85,16.8,2738403.0
2024-08-29,90353,3.79,20.86,17.8,2748879.0
2024-08-30,83390,3.93,20.97,17.3,2546889.0
2024-08-31,79441,3.93,20.71,15.7,2329403.0
2024-09-01,73879,4.25,21.67,16.0,2261819.0
2024-09-02,67848,4.95,23.73,16.2,2286589.0
2024-09-03,93436,3.91,21.43,18.3,2916046.0
2024-09-04,105952,3.5,20.63,19.1,3186236.0
2024-09-05,113148,3.39,20.44,18.8,3386417.0
2024-09-06,108520,3.38,20.05,18.2,3193808.0
2024-09-07,102976,3.26,19.57,17.0,2882726.0
2024-09-08,90606,4.04,21.19,16.7,2752850.0
2024-09-09,94685,3.7,20.72,18.2,2880992.0
2024-09-10,103904,3.27,20.23,18.9,3079488.0
2024-09-11,104389,3.22,19.5,18.1,3015564.0
2024-09-12,117593,3.35,20.08,18.7,3487704.0
2024-09-13,105616,3.34,19.56,17.7,3053271.0
2024-09-14,104102,3.19,18.93,16.6,2833544.0
2024-09-15,88126,4.03,21.79,18.2,2739630.0
2024-09-16,94171,3.71,20.54,17.7,2854427.0
2024-09-17,110553,3.25,19.47,17.7,3195171.0
