date,trips,avg_dist,avg_fare,avg_dur,revenue
2024-09-18,115734,3.26,19.85,18.2,3402337.0
2024-09-19,119532,3.35,20.42,19.2,3596646.0
2024-09-20,112511,3.41,20.19,18.6,3343983.0
2024-09-21,109657,3.22,19.77,17.9,3096861.0
2024-09-22,96832,3.96,21.72,18.1,3009694.0
2024-09-23,96840,3.66,21.56,19.8,3041498.0
2024-09-24,100320,3.38,21.01,19.9,3076808.0
2024-09-25,107021,3.39,21.09,20.1,3304022.0
2024-09-26,115717,3.42,21.24,20.4,3598129.0
2024-09-27,108158,3.43,19.96,18.1,3187029.0
2024-09-28,117497,3.01,18.45,16.4,3129641.0
2024-09-29,96619,3.76,20.15,16.1,2817002.0
2024-09-30,95520,3.78,20.71,17.8,2910148.0
2024-10-01,107036,3.25,19.3,17.3,3064557.0
2024-10-02,104061,3.28,19.49,17.5,3000289.0
2024-10-03,99368,3.3,18.79,15.6,2801908.0
2024-10-04,100085,3.32,19.14,16.1,2860518.0
2024-10-05,103929,3.2,19.09,16.5,2860682.0
2024-10-06,88037,4.07,21.89,17.3,2759741.0
2024-10-07,92831,3.85,21.34,18.5,2912164.0
2024-10-08,108760,3.3,19.97,18.4,3214724.0
2024-10-09,115998,3.22,19.74,18.4,3392091.0
2024-10-10,125644,3.26,19.81,18.5,3690102.0
2024-10-11,109851,3.44,19.75,17.7,3218621.0
2024-10-12,109306,3.14,18.55,15.8,2925959.0
2024-10-13,92101,3.86,21.17,17.2,2786002.0
2024-10-14,88151,3.94,21.0,16.7,2666969.0
2024-10-15,112367,3.43,20.6,18.9,3404196.0
2024-10-16,117804,3.35,20.49,19.0,3556453.0
2024-10-17,121553,3.42,20.9,19.3,3736604.0
2024-10-18,114983,3.45,20.09,18.0,3414563.0
2024-10-19,115689,3.22,19.27,17.1,3208228.0
2024-10-20,99321,3.93,21.25,17.2,3036219.0
2024-10-21,96857,3.82,21.29,18.3,3029228.0
2024-10-22,109061,3.41,20.09,18.0,3235671.0
2024-10-23,115536,3.37,20.18,18.3,3447118.0
2024-10-24,122426,3.38,20.43,18.7,3697904.0
2024-10-25,117201,3.42,20.1,18.2,3476304.0
2024-10-26,124585,3.19,19.19,16.9,3435570.0
2024-10-27,101330,3.89,20.91,16.5,3048041.0
2024-10-28,99162,3.7,20.93,18.1,3049472.0
2024-10-29,113821,3.28,19.94,18.1,3347573.0
2024-10-30,115726,3.36,20.07,18.2,3429214.0
2024-10-31,108569,3.28,19.59,17.6,3135784.0
2024-11-01,117680,3.23,19.02,17.0,3326795.0
2024-11-02,120921,2.92,17.89,15.7,3144711.0
2024-11-03,101433,3.52,19.52,15.6,2867790.0
2024-11-04,93467,3.59,20.24,17.5,2783020.0
2024-11-05,89805,3.29,18.34,15.1,2396938.0
2024-11-06,106325,3.2,19.31,17.5,3050272.0
2024-11-07,119560,3.2,19.62,18.2,3485632.0
2024-11-08,116454,3.28,19.57,18.0,3387954.0
2024-11-09,118448,2.99,18.89,17.1,3227888.0
2024-11-10,98507,3.71,20.36,16.3,2900340.0
2024-11-11,88656,3.86,21.36,17.5,2730305.0
2024-11-12,113785,3.23,19.71,18.4,3330353.0
2024-11-13,119302,3.21,19.81,18.6,3511712.0
2024-11-14,126127,3.24,19.85,18.6,3722044.0
2024-11-15,117241,3.25,19.3,17.7,3372685.0
2024-11-16,121466,2.98,18.2,16.0,3205250.0
2024-11-17,98515,3.8,20.4,15.9,2909672.0
2024-11-18,96650,3.63,20.2,17.3,2896768.0
2024-11-19,110858,3.18,19.31,17.7,3185590.0
2024-11-20,119831,3.17,19.43,18.0,3461323.0
2024-11-21,132647,3.05,19.58,19.5,3857053.0
2024-11-22,127356,3.1,18.7,17.3,3579454.0
2024-11-23,114945,3.02,18.22,15.8,3046563.0
2024-11-24,93415,3.49,19.19,15.0,2604568.0
2024-11-25,94632,3.21,18.94,16.9,2650411.0
2024-11-26,103284,3.08,19.23,18.5,2928534.0
2024-11-27,96545,3.17,19.52,18.4,2759349.0
2024-11-28,62825,3.34,18.17,14.3,1638418.0
2024-11-29,78210,3.38,19.05,15.2,2208625.0
2024-11-30,92637,3.63,20.4,16.9,2710299.0
2024-12-01,86251,4.17,21.8,17.0,2701561.0
2024-12-02,103112,3.89,21.48,18.9,3256900.0
2024-12-03,118737,3.42,20.54,18.9,3599911.0
2024-12-04,122308,3.27,20.48,19.3,3690578.0
2024-12-05,133596,3.29,20.69,19.8,4071267.0
2024-12-06,130476,3.21,20.2,19.2,3894392.0
2024-12-07,127934,2.96,19.04,17.4,3503788.0
2024-12-08,104324,3.78,21.23,17.4,3181670.0
2024-12-09,107021,3.54,20.99,19.3,3303858.0
2024-12-10,124725,3.16,20.43,19.8,3761633.0
2024-12-11,126632,3.16,20.74,20.2,3862243.0
2024-12-12,140177,3.24,21.16,20.9,4354718.0
2024-12-13,139276,3.07,19.5,18.7,4038106.0
2024-12-14,135352,2.81,18.59,17.4,3630685.0
2024-12-15,107983,3.47,19.9,16.6,3108408.0
2024-12-16,102625,3.22,19.77,18.5,2989794.0
2024-12-17,118018,2.99,19.01,17.8,3331946.0
2024-12-18,124825,2.91,19.13,18.5,3543786.0
2024-12-19,127694,2.94,18.98,18.1,3596237.0
2024-12-20,120183,2.93,18.37,17.1,3289530.0
2024-12-21,109734,2.88,18.09,16.0,2873491.0
2024-12-22,87799,3.16,19.04,16.0,2398405.0
2024-12-23,83408,3.14,19.45,18.0,2366331.0
2024-12-24,69432,2.89,17.01,14.2,1756098.0
2024-12-25,45737,3.51,19.24,14.6,1255718.0
2024-12-26,68583,3.61,20.67,17.7,2055959.0
2024-12-27,78141,3.58,20.76,18.1,2352023.0
2024-12-28,79619,3.43,19.83,16.8,2243964.0
2024-12-29,71666,3.92,21.6,17.1,2181431.0
2024-12-30,75473,3.77,21.06,17.9,2292837.0
2024-12-31,75648,3.24,18.06,14.3,2022647.0
2025-01-01,71175,3.86,20.22,14.6,2069499.0
2025-01-02,78821,3.66,19.9,16.2,2300436.0
2025-01-03,85058,3.36,18.73,15.5,2362490.0
2025-01-04,90340,3.23,18.22,14.5,2393558.0
2025-01-05,73165,3.82,19.65,14.1,2126301.0
2025-01-06,74201,3.48,18.71,14.8,2113062.0
2025-01-07,90012,3.05,17.3,14.3,2413420.0
2025-01-08,97314,2.89,16.85,14.3,2563448.0
2025-01-09,101576,2.98,17.3,14.8,2733696.0
2025-01-10,95522,3.11,17.6,14.7,2606464.0
2025-01-11,100458,2.93,16.6,13.2,2543911.0
2025-01-12,82026,3.53,18.35,13.4,2274627.0
2025-01-13,86287,3.23,17.78,14.5,2379338.0
2025-01-14,101507,2.94,17.11,14.6,2716475.0
2025-01-15,104330,2.95,17.24,14.9,2804089.0
2025-01-16,111360,3.01,17.53,15.2,3042409.0
2025-01-17,97262,3.11,17.79,15.4,2682258.0
2025-01-18,93401,2.89,16.55,13.6,2348352.0
2025-01-19,78475,3.08,16.51,12.4,1972398.0
2025-01-20,66701,4.02,19.88,13.8,1994527.0
2025-01-21,93307,3.07,17.52,14.8,2535642.0
2025-01-22,100378,2.84,16.88,14.7,2648898.0
2025-01-23,107869,2.88,17.23,15.1,2898193.0
2025-01-24,103178,2.94,17.2,15.0,2762220.0
2025-01-25,106701,2.73,16.19,13.6,2633193.0
2025-01-26,80538,3.48,18.22,13.5,2212784.0
2025-01-27,81153,3.26,18.0,15.1,2252633.0
2025-01-28,95800,2.9,17.05,14.8,2546788.0
2025-01-29,100931,2.95,17.22,14.8,2705263.0
2025-01-30,107867,2.97,17.52,15.6,2938099.0
2025-01-31,100635,2.99,17.29,15.1,2709629.0
2025-02-01,107389,2.7,16.06,13.7,2637488.0
2025-02-02,87824,3.3,17.6,13.4,2343431.0
2025-02-03,82009,3.28,18.06,15.1,2284282.0
2025-02-04,98925,2.85,17.01,15.0,2628423.0
2025-02-05,104765,2.89,17.48,15.6,2845400.0
2025-02-06,101267,2.9,17.29,15.2,2726662.0
2025-02-07,106419,2.92,17.16,15.2,2844398.0
2025-02-08,104290,2.62,15.95,13.8,2540234.0
2025-02-09,77599,3.47,18.01,13.0,2115194.0
2025-02-10,87332,3.29,18.32,15.7,2464961.0
2025-02-11,99189,2.81,16.99,15.1,2625996.0
2025-02-12,99660,2.85,16.93,14.8,2638252.0
2025-02-13,106317,2.99,17.58,15.8,2906127.0
2025-02-14,106779,3.01,17.81,16.2,2939928.0
2025-02-15,95901,2.79,16.2,13.4,2370977.0
2025-02-16,73522,3.28,17.62,13.3,1955255.0
2025-02-17,73319,3.77,19.09,13.7,2110407.0
2025-02-18,94732,3.23,18.15,15.2,2655105.0
2025-02-19,99312,2.94,17.36,15.1,2670500.0
2025-02-20,108654,2.9,17.29,15.2,2919093.0
2025-02-21,102065,3.02,17.34,14.9,2754917.0
2025-02-22,98649,2.97,16.91,13.8,2527700.0
2025-02-23,79911,3.7,19.09,14.1,2287386.0
2025-02-24,80986,3.47,18.81,15.5,2332315.0
2025-02-25,95302,3.1,17.78,15.3,2621934.0
2025-02-26,103739,3.13,18.06,15.9,2899051.0
2025-02-27,112571,3.11,18.18,16.2,3163853.0
2025-02-28,108349,3.18,17.98,15.6,3016059.0
2025-03-01,112955,2.9,16.72,13.8,2865319.0
2025-03-02,89673,3.51,18.43,13.7,2488426.0
2025-03-03,90577,3.38,18.53,15.3,2582665.0
2025-03-04,100427,3.03,17.72,15.3,2753317.0
2025-03-05,107769,2.89,17.5,15.7,2927091.0
2025-03-06,113276,3.08,17.98,15.6,3153025.0
2025-03-07,105055,3.1,17.83,15.4,2890789.0
2025-03-08,105376,2.89,16.66,13.8,2664778.0
2025-03-09,83411,3.71,19.23,14.9,2401226.0
2025-03-10,86047,3.52,19.28,16.3,2530210.0
2025-03-11,101568,3.12,18.44,16.5,2871291.0
2025-03-12,111779,3.05,18.17,16.2,3134881.0
2025-03-13,119471,3.08,18.32,16.4,3372000.0
2025-03-14,110385,3.18,18.17,15.7,3088579.0
2025-03-15,108117,3.02,17.37,14.5,2827543.0
2025-03-16,83584,3.71,19.65,14.9,2444038.0
2025-03-17,87368,3.75,20.8,17.7,2734207.0
2025-03-18,98682,3.22,18.69,16.4,2822443.0
2025-03-19,102660,3.18,18.55,16.3,2923171.0
2025-03-20,113242,3.19,18.63,16.6,3243790.0
2025-03-21,103022,3.38,18.87,16.1,2974127.0
2025-03-22,104240,3.12,17.74,14.6,2783944.0
2025-03-23,87667,3.86,19.91,14.9,2601381.0
2025-03-24,87942,3.55,19.59,17.0,2616206.0
2025-03-25,97505,3.28,18.68,16.2,2792460.0
2025-03-26,106821,3.17,18.48,16.2,3038699.0
2025-03-27,111334,3.33,19.07,17.0,3257113.0
2025-03-28,105118,3.31,18.6,16.1,3002273.0
2025-03-29,113009,3.06,17.65,14.8,2992035.0
2025-03-30,85364,3.89,20.01,14.8,2541348.0
2025-03-31,89122,3.65,19.41,15.6,2638400.0
2025-04-01,104130,3.31,18.79,16.1,3000610.0
2025-04-02,111123,3.02,18.14,16.3,3106934.0
2025-04-03,112130,3.19,18.89,17.0,3248287.0
2025-04-04,108186,3.18,18.55,16.4,3070946.0
2025-04-05,112893,2.9,17.44,15.0,2958130.0
2025-04-06,87751,3.72,19.48,14.7,2554517.0
2025-04-07,95818,3.41,19.16,16.6,2804357.0
2025-04-08,107216,3.02,18.02,16.0,2980829.0
2025-04-09,111004,3.09,18.42,16.5,3143449.0
2025-04-10,117385,3.09,18.5,16.6,3339757.0
2025-04-11,112460,3.01,17.82,16.0,3092346.0
2025-04-12,103683,2.88,16.86,14.2,2641661.0
2025-04-13,80819,3.66,19.09,14.0,2301604.0
2025-04-14,83087,3.55,19.12,15.2,2418030.0
2025-04-15,100871,3.19,18.62,16.1,2866034.0
2025-04-16,111610,3.1,18.36,16.0,3135893.0
2025-04-17,109644,3.26,19.18,17.1,3197690.0
2025-04-18,98413,3.28,18.45,15.2,2776667.0
2025-04-19,98528,3.1,17.88,14.7,2619145.0
2025-04-20,81420,3.8,19.69,14.6,2370461.0
2025-04-21,89615,3.7,19.87,16.3,2698020.0
2025-04-22,103317,3.36,19.38,17.0,3042641.0
2025-04-23,111278,3.18,18.99,17.1,3219872.0
2025-04-24,118438,3.23,19.6,18.1,3521651.0
2025-04-25,113889,3.19,18.94,17.1,3288529.0
2025-04-26,115833,2.94,17.9,15.6,3097232.0
2025-04-27,95178,3.76,19.94,15.3,2820582.0
2025-04-28,90376,3.65,20.14,17.3,2751397.0
2025-04-29,103637,3.25,19.21,17.1,3031224.0
2025-04-30,112220,3.28,19.46,17.7,3318135.0
2025-05-01,120483,3.35,19.85,18.3,3620369.0
2025-05-02,111746,3.24,19.05,17.0,3231743.0
2025-05-03,111857,2.98,17.7,15.0,2952612.0
2025-05-04,90968,3.82,20.43,16.1,2737541.0
2025-05-05,97991,3.49,20.32,18.2,2987813.0
2025-05-06,107657,3.29,19.6,17.5,3203754.0
2025-05-07,114292,3.33,19.82,17.8,3428724.0
2025-05-08,123026,3.22,19.88,18.5,3698600.0
2025-05-09,113835,3.21,19.57,18.2,3369580.0
2025-05-10,110057,3.12,18.53,16.0,3019325.0
2025-05-11,95802,3.78,20.16,16.2,2848999.0
2025-05-12,97188,3.68,20.57,17.9,3016307.0
2025-05-13,113598,3.22,19.65,18.2,3382174.0
2025-05-14,112042,3.2,20.47,19.7,3441925.0
2025-05-15,121829,3.45,20.34,18.7,3743153.0
2025-05-16,113214,3.49,20.68,19.3,3493628.0
2025-05-17,112037,3.35,19.41,16.6,3199418.0
2025-05-18,90197,4.14,22.36,18.3,2928832.0
2025-05-19,98900,3.71,20.63,17.9,3070175.0
2025-05-20,109730,3.35,19.79,17.9,3281312.0
2025-05-21,118506,3.22,19.75,18.3,3541005.0
2025-05-22,113286,3.34,20.32,19.2,3457616.0
2025-05-23,96296,3.53,20.06,17.8,2903469.0
2025-05-24,81252,3.4,18.67,14.5,2237588.0
2025-05-25,71868,3.87,20.25,14.9,2118888.0
2025-05-26,65020,4.65,22.66,15.4,2141138.0
2025-05-27,96199,3.59,20.18,17.5,2918562.0
2025-05-28,111419,3.16,19.77,18.7,3316059.0
2025-05-29,111467,3.27,19.77,18.0,3322164.0
2025-05-30,105518,3.3,19.26,17.1,3074257.0
2025-05-31,101979,3.22,18.47,15.3,2792583.0
2025-06-01,86112,4.03,21.31,16.5,2682845.0
2025-06-02,89079,3.79,20.4,16.5,2745860.0
2025-06-03,105651,3.32,19.28,16.6,3104329.0
2025-06-04,115161,3.23,19.6,18.1,3417210.0
2025-06-05,119198,3.28,19.7,17.9,3558486.0
2025-06-06,101034,3.45,19.79,17.4,3014200.0
2025-06-07,98529,3.4,19.29,16.1,2794552.0
2025-06-08,84373,4.21,22.26,17.5,2723537.0
2025-06-09,96069,3.67,20.21,17.0,2934504.0
2025-06-10,105225,3.32,19.76,17.6,3142572.0
2025-06-11,111799,3.2,19.44,17.6,3290770.0
2025-06-12,117878,3.27,19.76,18.2,3519327.0
2025-06-13,102288,3.35,19.28,16.9,2976490.0
2025-06-14,91401,3.22,18.31,15.1,2481374.0
2025-06-15,79389,3.88,20.05,15.2,2346351.0
2025-06-16,89841,3.67,20.13,16.9,2721229.0
2025-06-17,100439,3.18,19.17,17.4,2910942.0
2025-06-18,110420,3.2,19.24,17.3,3220518.0
2025-06-19,99809,3.29,18.88,16.1,2870891.0
2025-06-20,97552,3.5,19.87,17.5,2903697.0
2025-06-21,93687,3.34,18.95,15.8,2611576.0
2025-06-22,80688,4.13,21.43,16.4,2530055.0
2025-06-23,95473,3.72,20.48,17.7,2935725.0
2025-06-24,106986,3.21,18.87,16.8,3077922.0
2025-06-25,110635,3.09,19.05,17.4,3197734.0
2025-06-26,108559,3.36,20.24,19.0,3291800.0
2025-06-27,98000,3.59,20.16,17.6,2968305.0
2025-06-28,93216,3.35,19.11,16.0,2629196.0
2025-06-29,80408,3.9,21.07,16.7,2464961.0
2025-06-30,83741,3.46,19.13,16.1,2406802.0
2025-07-01,94892,3.16,18.4,16.0,2647926.0
2025-07-02,83519,3.38,19.16,16.5,2404028.0
2025-07-03,73519,3.41,19.13,16.5,2099421.0
2025-07-04,50379,3.95,20.28,14.3,1483518.0
2025-07-05,59582,3.84,20.05,14.9,1725042.0
2025-07-06,64991,4.46,22.13,16.2,2078749.0
2025-07-07,78442,3.92,20.61,16.5,2406258.0
2025-07-08,97742,3.27,19.01,16.5,2807570.0
2025-07-09,101626,3.25,19.42,17.2,2966831.0
2025-07-10,95789,3.37,19.98,17.9,2865184.0
2025-07-11,88424,3.44,19.46,16.8,2581884.0
2025-07-12,86596,3.35,19.08,15.7,2424967.0
2025-07-13,75501,4.01,20.96,15.8,2304831.0
2025-07-14,91752,3.59,19.86,16.7,2742114.0
2025-07-15,100215,3.49,20.25,17.8,3047778.0
2025-07-16,106682,3.18,19.23,17.3,3095298.0
2025-07-17,105358,3.34,19.68,17.5,3126371.0
2025-07-18,89047,3.54,19.93,17.3,2649250.0
2025-07-19,85427,3.34,18.86,15.3,2364890.0
2025-07-20,78088,3.95,20.57,15.4,2349533.0
2025-07-21,82666,3.83,20.71,17.2,2546944.0
2025-07-22,91842,3.35,19.69,17.6,2712904.0
2025-07-23,96832,3.29,19.4,17.3,2828621.0
2025-07-24,97748,3.33,20.06,18.5,2930044.0
2025-07-25,91983,3.35,19.32,16.9,2660648.0
2025-07-26,85695,3.53,19.59,16.1,2451408.0
2025-07-27,74472,3.9,20.42,15.2,2215770.0
2025-07-28,88105,3.75,20.38,16.9,2684717.0
2025-07-29,99502,3.16,18.98,16.9,2850195.0
2025-07-30,101815,3.08,18.68,16.9,2883433.0
2025-07-31,95309,3.29,19.98,18.6,2828160.0
2025-08-01,83800,3.61,20.04,17.1,2508841.0
2025-08-02,80158,3.5,19.46,15.8,2279189.0
2025-08-03,71567,3.99,20.6,15.5,2154838.0
2025-08-04,77620,3.71,20.08,16.6,2327627.0
2025-08-05,88925,3.33,19.12,16.4,2563074.0
2025-08-06,94906,3.29,19.25,17.2,2751520.0
2025-08-07,89827,3.45,19.85,17.7,2661484.0
2025-08-08,82409,3.55,19.81,17.1,2428847.0
2025-08-09,74951,3.53,19.46,15.9,2122502.0
2025-08-10,67862,4.19,22.03,17.1,2149097.0
2025-08-11,76085,3.85,20.46,16.8,2307172.0
2025-08-12,88555,3.33,18.95,16.3,2522753.0
2025-08-13,98728,3.11,18.54,16.7,2774706.0
2025-08-14,92537,3.49,19.88,17.4,2750364.0
2025-08-15,83212,3.59,19.91,17.1,2461042.0
2025-08-16,79839,3.48,19.31,15.8,2244629.0
2025-08-17,73654,3.94,20.84,16.1,2221726.0
2025-08-18,72672,4.04,21.02,16.8,2255722.0
2025-08-19,82331,3.55,19.59,16.6,2409818.0
2025-08-20,97177,3.22,18.98,17.2,2778090.0
2025-08-21,87673,3.63,20.38,17.7,2647666.0
2025-08-22,82619,3.74,20.54,17.8,2505065.0
2025-08-23,83707,3.54,19.55,16.0,2382361.0
2025-08-24,74257,4.19,21.62,16.3,2317515.0
2025-08-25,74390,4.16,21.64,17.4,2354523.0
2025-08-26,83763,3.74,20.58,17.4,2548520.0
2025-08-27,86674,3.74,20.89,18.1,2672220.0
2025-08-28,86791,3.87,21.27,18.4,2716366.0
2025-08-29,81699,4.03,21.49,17.8,2578385.0
2025-08-30,79677,3.84,20.48,16.0,2351767.0
2025-08-31,71340,4.21,21.83,16.4,2228138.0
2025-09-01,65452,4.79,23.54,15.8,2220797.0
2025-09-02,90639,3.87,21.04,18.0,2823190.0
2025-09-03,101870,3.44,19.99,17.7,3034716.0
2025-09-04,110372,3.23,19.59,18.1,3237239.0
2025-09-05,105129,3.45,20.02,17.9,3136164.0
2025-09-06,97613,3.19,19.28,16.8,2744968.0
2025-09-07,83380,4.02,21.27,16.4,2575652.0
2025-09-08,92994,3.73,20.81,18.3,2873464.0
2025-09-09,104828,3.28,19.8,18.3,3105774.0
2025-09-10,111254,3.31,20.71,19.8,3421865.0
2025-09-11,112584,3.3,20.48,19.4,3437477.0
2025-09-12,108545,3.38,20.61,19.7,3320022.0
2025-09-13,106279,3.12,18.71,16.3,2923313.0
2025-09-14,91340,3.82,20.64,16.5,2752493.0
2025-09-15,96082,3.69,20.74,18.3,2967418.0
2025-09-16,108752,3.27,19.75,18.3,3222102.0
2025-09-17,114299,3.23,20.02,18.7,3426772.0
2025-09-18,118348,3.34,20.63,19.8,3643442.0
2025-09-19,110156,3.41,20.25,18.9,3329376.0
2025-09-20,106632,3.26,19.57,17.6,3039384.0
2025-09-21,91465,3.95,21.73,17.9,2873388.0
2025-09-22,90132,3.71,21.43,19.4,2834427.0
2025-09-23,88848,3.42,20.48,18.3,2690253.0
2025-09-24,102404,3.42,20.28,18.0,3099714.0
2025-09-25,111350,3.4,21.27,20.5,3505408.0
2025-09-26,109703,3.5,20.74,19.5,3377278.0
2025-09-27,108699,3.1,18.82,16.8,2999556.0
2025-09-28,89612,3.86,20.59,16.3,2695861.0
2025-09-29,94047,3.71,21.23,19.3,2947210.0
2025-09-30,106427,3.26,19.57,18.0,3120534.0
2025-10-01,104509,3.26,19.47,17.9,3048464.0
2025-10-02,101476,3.32,18.74,15.9,2889039.0
2025-10-03,105334,3.32,19.74,18.6,3105056.0
2025-10-04,103155,3.14,18.93,16.7,2858965.0
2025-10-05,87215,4.07,22.2,18.0,2791999.0
2025-10-06,93175,3.61,20.55,18.2,2854054.0
2025-10-07,104978,3.21,19.15,17.1,3037563.0
2025-10-08,113275,3.24,19.78,18.1,3376960.0
2025-10-09,121219,3.29,20.87,20.3,3761871.0
2025-10-10,112877,3.52,20.73,19.6,3480373.0
2025-10-11,108352,3.18,19.21,16.9,3048146.0
2025-10-12,88152,3.74,20.78,16.6,2658305.0
2025-10-13,82858,3.85,20.23,15.1,2463996.0
2025-10-14,107828,3.53,20.64,18.3,3325046.0
2025-10-15,114485,3.4,20.19,18.5,3461936.0
2025-10-16,121880,3.4,21.12,20.8,3819711.0
2025-10-17,113000,3.47,20.6,19.6,3462439.0
2025-10-18,106829,3.25,19.4,17.2,3025584.0
2025-10-19,93835,3.96,21.53,17.7,2932805.0
2025-10-20,98936,3.79,20.82,17.7,3072249.0
2025-10-21,105649,3.45,20.52,19.3,3231926.0
2025-10-22,114152,3.39,20.38,19.3,3480077.0
2025-10-23,121907,3.43,20.77,20.1,3770656.0
2025-10-24,113302,3.47,20.36,19.3,3431971.0
2025-10-25,108697,3.17,18.93,16.7,3018394.0
2025-10-26,93326,3.9,20.91,16.5,2846137.0
2025-10-27,96548,3.71,20.88,18.8,2981942.0
2025-10-28,108205,3.31,20.37,19.5,3270842.0
2025-10-29,113293,3.33,20.39,19.4,3432829.0
2025-10-30,106658,3.22,20.84,20.9,3264921.0
2025-10-31,115157,3.44,20.41,18.7,3479368.0
2025-11-01,112856,3.09,18.73,16.4,3105058.0
2025-11-02,95234,3.59,20.07,16.1,2795828.0
2025-11-03,97970,3.71,20.91,18.8,3039107.0
2025-11-04,101990,3.35,19.69,17.8,2932665.0
2025-11-05,111661,3.33,20.18,19.2,3365591.0
2025-11-06,121105,3.34,20.61,19.9,3718593.0
2025-11-07,112738,3.45,20.41,19.1,3429168.0
2025-11-08,111094,3.01,18.68,16.8,3059756.0
2025-11-09,92583,3.59,19.91,16.1,2697264.0
2025-11-10,102309,3.64,20.57,18.4,3123219.0
2025-11-11,100265,3.33,20.48,18.3,2990570.0
2025-11-12,109819,3.3,20.71,20.1,3368002.0
2025-11-13,117969,3.25,20.37,19.8,3576014.0
2025-11-14,114145,3.29,19.83,18.7,3382806.0
2025-11-15,112409,2.94,18.02,16.0,3001228.0
2025-11-16,94247,3.69,20.24,16.1,2796599.0
2025-11-17,99886,3.65,20.43,18.5,3031373.0
2025-11-18,110481,3.31,19.99,19.0,3292455.0
2025-11-19,114059,3.25,20.17,19.5,3430185.0
2025-11-20,119444,3.32,20.28,19.6,3603511.0
2025-11-21,111770,3.42,20.02,18.9,3332256.0
2025-11-22,105929,3.05,18.43,16.3,2884168.0
2025-11-23,85969,3.53,19.53,15.5,2457863.0
2025-11-24,91892,3.44,19.84,18.4,2681988.0
2025-11-25,104254,3.19,19.94,20.1,3067971.0
2025-11-26,90506,3.34,19.94,19.1,2644760.0
2025-11-27,58918,3.45,18.52,14.6,1582067.0
2025-11-28,74206,3.28,18.91,15.3,2119349.0
2025-11-29,84648,3.74,20.91,17.3,2563227.0
2025-11-30,78624,4.18,21.95,17.3,2502931.0
2025-12-01,13,2.34,16.41,15.7,294.0
